pl_name,disc_year,discoverymethod
"K2-128 b",2017,"Transit"
"K2-138 e",2017,"Transit"
"K2-138 f",2017,"Transit"
"K2-140 b",2017,"Transit"
"Kepler-1652 b",2017,"Transit"
"Kepler-448 c",2017,"Transit Timing Variations"
"OGLE-2016-BLG-1195L b",2017,"Microlensing"
"WASP-81 b",2017,"Transit"
"LHS 1140 b",2017,"Transit"
"PSR B0329+54 b",2017,"Pulsar Timing"
"NGC 2682 Sand 978 b",2017,"Radial Velocity"
"PSR J2322-2650 b",2017,"Pulsar Timing"
"TAP 26 b",2017,"Radial Velocity"
"HD 34445 g",2017,"Radial Velocity"
"HATS-53 b",2017,"Transit"
"WASP-107 b",2017,"Transit"
"tau Cet f",2017,"Radial Velocity"
"tau Cet g",2017,"Radial Velocity"
"TRAPPIST-1 f",2017,"Transit"
"HD 34445 e",2017,"Radial Velocity"
"HD 106315 b",2017,"Transit"
"K2-107 b",2017,"Transit"
"K2-136 c",2017,"Transit"
"K2-126 b",2017,"Transit"
"Qatar-5 b",2017,"Transit"
"YZ Cet d",2017,"Radial Velocity"
"HD 29021 b",2017,"Radial Velocity"
"MOA-2016-BLG-227L b",2017,"Microlensing"
"K2-18 c",2017,"Radial Velocity"
"HD 113996 b",2017,"Radial Velocity"
"K2-136 b",2017,"Transit"
"tau Cet e",2017,"Radial Velocity"
"GJ 3293 d",2017,"Radial Velocity"
"GJ 9827 d",2017,"Transit"
"GJ 3138 d",2017,"Radial Velocity"
"GJ 9827 c",2017,"Transit"
"HD 27894 c",2017,"Radial Velocity"
"HD 76920 b",2017,"Radial Velocity"
"HD 176986 c",2017,"Radial Velocity"
"HD 147379 b",2017,"Radial Velocity"
"WASP-53 b",2017,"Transit"
"TRAPPIST-1 h",2017,"Transit"
"GJ 3138 b",2017,"Radial Velocity"
"HIP 67537 b",2017,"Radial Velocity"
"MXB 1658-298 b",2017,"Eclipse Timing Variations"
"K2-117 c",2017,"Transit"
"K2-125 b",2017,"Transit"
"GJ 1148 c",2017,"Radial Velocity"
"NGTS-1 b",2017,"Transit"
"K2-136 d",2017,"Transit"
"HD 111591 b",2017,"Radial Velocity"
"Kepler-80 g",2017,"Transit"
"HD 17674 b",2017,"Radial Velocity"
"K2-105 b",2017,"Transit"
"K2-108 b",2017,"Transit"
"HIP 65426 b",2017,"Imaging"
"K2-114 b",2017,"Transit"
"K2-119 b",2017,"Transit"
"K2-121 b",2017,"Transit"
"K2-122 b",2017,"Transit"
"K2-118 b",2017,"Transit"
"K2-124 b",2017,"Transit"
"K2-137 b",2017,"Transit"
"K2-111 b",2017,"Transit"
"K2-133 d",2017,"Transit"
"K2-117 b",2017,"Transit"
"K2-138 c",2017,"Transit"
"K2-129 b",2017,"Transit"
"KELT-11 b",2017,"Transit"
"Kepler-19 d",2017,"Radial Velocity"
"Kepler-1649 b",2017,"Transit"
"Kepler-1653 b",2017,"Transit"
"GJ 273 c",2017,"Radial Velocity"
"Kepler-90 i",2017,"Transit"
"K2-131 b",2017,"Transit"
"MOA-2012-BLG-505L b",2017,"Microlensing"
"MOA-2012-BLG-006L b",2017,"Microlensing"
"OGLE-2013-BLG-0132L b",2017,"Microlensing"
"TYC 4282-00605-1 b",2017,"Radial Velocity"
"YZ Cet b",2017,"Radial Velocity"
"WASP-167 b",2017,"Transit"
"GJ 3323 c",2017,"Radial Velocity"
"GJ 625 b",2017,"Radial Velocity"
"BD+03 2562 b",2017,"Radial Velocity"
"KELT-12 b",2017,"Transit"
"Kepler-1650 b",2017,"Transit"
"Kepler-1651 b",2017,"Transit"
"HATS-22 b",2017,"Transit"
"HD 106315 c",2017,"Transit"
"HD 176986 b",2017,"Radial Velocity"
"HATS-52 b",2017,"Transit"
"HAT-P-67 b",2017,"Transit"
"HATS-24 b",2017,"Transit"
"HD 34445 c",2017,"Radial Velocity"
"HD 40956 b",2017,"Radial Velocity"
"PDS 70 b",2018,"Imaging"
"TYC 3318-01333-1 b",2018,"Radial Velocity"
"K2-170 b",2018,"Transit"
"KMT-2016-BLG-0212L b",2018,"Microlensing"
"BD+48 740 b",2018,"Radial Velocity"
"K2-233 b",2018,"Transit"
"WASP-174 b",2018,"Transit"
"KMT-2016-BLG-1397L b",2018,"Microlensing"
"K2-195 b",2018,"Transit"
"HD 72490 b",2018,"Transit"
"gam Lib c",2018,"Radial Velocity"
"K2-268 c",2018,"Transit"
"HD 158996 b",2018,"Radial Velocity"
"HD 116029 c",2018,"Radial Velocity"
"HATS-60 b",2018,"Transit"
"K2-280 b",2018,"Transit"
"HATS-41 b",2018,"Transit"
"K2-274 b",2018,"Transit"
"K2-273 b",2018,"Transit"
"K2-188 c",2018,"Transit"
"HD 126525 b",2018,"Radial Velocity"
"HATS-59 c",2018,"Radial Velocity"
"K2-141 c",2018,"Transit"
"K2-161 b",2018,"Transit"
"K2-168 b",2018,"Transit"
"K2-244 b",2018,"Transit"
"K2-151 b",2018,"Transit"
"WASP-173 A b",2018,"Transit"
"K2-223 b",2018,"Transit"
"K2-148 b",2018,"Transit"
"K2-259 b",2018,"Transit"
"K2-183 d",2018,"Transit"
"WASP-172 b",2018,"Transit"
"HD 102329 c",2018,"Radial Velocity"
"HATS-68 b",2018,"Transit"
"OGLE-2017-BLG-0482L b",2018,"Microlensing"
"GJ 3779 b",2018,"Radial Velocity"
"CoRoT-20 c",2018,"Radial Velocity"
"WASP-162 b",2018,"Transit"
"WASP-168 b",2018,"Transit"
"HD 203473 b",2018,"Radial Velocity"
"K2-218 b",2018,"Transit"
"K2-154 c",2018,"Transit"
"OGLE-2014-BLG-1722L c",2018,"Microlensing"
"K2-258 b",2018,"Transit"
"K2-221 b",2018,"Transit"
"K2-200 b",2018,"Transit"
"K2-211 b",2018,"Transit"
"K2-265 b",2018,"Transit"
"K2-190 c",2018,"Transit"
"K2-276 b",2018,"Transit"
"HD 55696 b",2018,"Radial Velocity"
"K2-284 b",2018,"Transit"
"K2-227 b",2018,"Transit"
"K2-239 c",2018,"Transit"
"K2-158 c",2018,"Transit"
"K2-245 b",2018,"Transit"
"K2-226 b",2018,"Transit"
"K2-214 b",2018,"Transit"
"K2-229 b",2018,"Transit"
"K2-229 c",2018,"Transit"
"KELT-21 b",2018,"Transit"
"KPS-1 b",2018,"Transit"
"K2-248 b",2018,"Transit"
"K2-281 b",2018,"Transit"
"K2-287 b",2018,"Transit"
"K2-148 d",2018,"Transit"
"K2-167 b",2018,"Transit"
"K2-169 b",2018,"Transit"
"K2-171 b",2018,"Transit"
"K2-181 b",2018,"Transit"
"K2-182 b",2018,"Transit"
"K2-183 c",2018,"Transit"
"K2-187 d",2018,"Transit"
"K2-191 b",2018,"Transit"
"K2-209 b",2018,"Transit"
"K2-210 b",2018,"Transit"
"K2-212 b",2018,"Transit"
"Wolf 503 b",2018,"Transit"
"gam Lib b",2018,"Radial Velocity"
"NGTS-2 b",2018,"Transit"
"K2-187 e",2018,"Transit"
"K2-268 b",2018,"Transit"
"K2-271 b",2018,"Transit"
"K2-197 b",2018,"Transit"
"HD 148164 c",2018,"Radial Velocity"
"K2-165 b",2018,"Transit"
"K2-219 c",2018,"Transit"
"K2-246 b",2018,"Transit"
"Kepler-1655 b",2018,"Transit"
"K2-285 e",2018,"Transit"
"HD 4917 b",2018,"Radial Velocity"
"OGLE-2014-BLG-1722L b",2018,"Microlensing"
"K2-188 b",2018,"Transit"
"LHS 1140 c",2018,"Transit"
"UKIRT-2017-BLG-001L b",2018,"Microlensing"
"K2-202 b",2018,"Transit"
"K2-150 b",2018,"Transit"
"K2-257 b",2018,"Transit"
"HATS-66 b",2018,"Transit"
"K2-165 c",2018,"Transit"
"HATS-43 b",2018,"Transit"
"EPIC 211945201 b",2018,"Transit"
"K2-162 b",2018,"Transit"
"MOA-2010-BLG-117L b",2018,"Microlensing"
"WASP-164 b",2018,"Transit"
"HD 217850 b",2018,"Radial Velocity"
"HD 95089 c",2018,"Radial Velocity"
"HATS-64 b",2018,"Transit"
"K2-255 b",2018,"Transit"
"K2-228 b",2018,"Transit"
"Kepler-730 c",2018,"Transit"
"K2-192 b",2018,"Transit"
"K2-190 b",2018,"Transit"
"HD 89345 b",2018,"Transit"
"K2-148 c",2018,"Transit"
"K2-174 b",2018,"Transit"
"K2-253 b",2018,"Transit"
"Gl 686 b",2018,"Radial Velocity"
"K2-256 b",2018,"Transit"
"K2-147 b",2018,"Transit"
"KMT-2016-BLG-1820L b",2018,"Microlensing"
"HD 1397 b",2018,"Transit"
"HATS-39 b",2018,"Transit"
"HATS-42 b",2018,"Transit"
"HD 13167 b",2018,"Radial Velocity"
"HD 215152 b",2018,"Radial Velocity"
"HATS-62 b",2018,"Transit"
"HATS-65 b",2018,"Transit"
"K2-183 b",2018,"Transit"
"K2-184 b",2018,"Transit"
"K2-275 c",2018,"Transit"
"K2-277 b",2018,"Transit"
"K2-241 b",2018,"Transit"
"K2-223 c",2018,"Transit"
"K2-285 b",2018,"Transit"
"K2-285 c",2018,"Transit"
"K2-285 d",2018,"Transit"
"K2-141 b",2018,"Transit"
"K2-224 c",2018,"Transit"
"K2-230 b",2018,"Transit"
"K2-233 d",2018,"Transit"
"K2-288 B b",2018,"Transit"
"K2-155 c",2018,"Transit"
"K2-156 b",2018,"Transit"
"K2-158 b",2018,"Transit"
"K2-239 d",2018,"Transit"
"K2-172 c",2018,"Transit"
"K2-176 b",2018,"Transit"
"K2-266 b",2018,"Transit"
"K2-187 c",2018,"Transit"
"K2-189 b",2018,"Transit"
"K2-270 b",2018,"Transit"
"K2-270 c",2018,"Transit"
"K2-272 b",2018,"Transit"
"K2-260 b",2018,"Transit"
"K2-80 d",2018,"Transit"
"HD 98736 b",2018,"Radial Velocity"
"K2-175 b",2018,"Transit"
"K2-177 b",2018,"Transit"
"K2-205 b",2018,"Transit"
"K2-207 b",2018,"Transit"
"K2-178 b",2018,"Transit"
"HD 94834 b",2018,"Radial Velocity"
"K2-208 b",2018,"Transit"
"Kepler-1654 b",2018,"Transit"
"Kepler-1656 b",2018,"Transit"
"Kepler-411 e",2018,"Transit Timing Variations"
"NGTS-3 A b",2018,"Transit"
"OGLE-2017-BLG-0373L b",2018,"Microlensing"
"OGLE-2011-BLG-0173L b",2018,"Microlensing"
"TCP J05074264+2447555 b",2018,"Microlensing"
"OGLE-2017-BLG-1522L b",2018,"Microlensing"
"OGLE-2013-BLG-1761L b",2018,"Microlensing"
"GJ 15 A c",2018,"Radial Velocity"
"GJ 1265 b",2018,"Radial Velocity"
"HAT-P-11 c",2018,"Radial Velocity"
"DE CVn b",2018,"Eclipse Timing Variations"
"WASP-161 b",2018,"Transit"
"WASP-163 b",2018,"Transit"
"WASP-145 A b",2018,"Transit"
"WASP-147 b",2018,"Transit"
"EPIC 248847494 b",2018,"Transit"
"HD 75784 c",2018,"Radial Velocity"
"HD 156279 c",2018,"Radial Velocity"
"K2-213 b",2018,"Transit"
"K2-187 b",2018,"Transit"
"K2-160 b",2018,"Transit"
"K2-172 b",2018,"Transit"
"K2-173 b",2018,"Transit"
"K2-189 c",2018,"Transit"
"K2-193 b",2018,"Transit"
"K2-194 b",2018,"Transit"
"K2-251 b",2018,"Transit"
"K2-249 b",2018,"Transit"
"K2-199 b",2018,"Transit"
"K2-201 c",2018,"Transit"
"K2-203 b",2018,"Transit"
"HD 99706 c",2018,"Radial Velocity"
"K2-237 b",2018,"Transit"
"K2-216 b",2018,"Transit"
"K2-222 b",2018,"Transit"
"K2-179 b",2018,"Transit"
"K2-243 c",2018,"Transit"
"K2-264 b",2018,"Transit"
"K2-264 c",2018,"Transit"
"K2-266 d",2018,"Transit"
"K2-278 b",2018,"Transit"
"K2-275 b",2018,"Transit"
"K2-282 b",2018,"Transit"
"K2-242 b",2018,"Transit"
"K2-247 b",2018,"Transit"
"K2-247 c",2018,"Transit"
"K2-286 b",2018,"Transit"
"K2-201 b",2018,"Transit"
"K2-159 b",2018,"Transit"
"K2-233 c",2018,"Transit"
"K2-266 e",2018,"Transit"
"K2-166 b",2018,"Transit"
"K2-250 b",2018,"Transit"
"K2-195 c",2018,"Transit"
"K2-196 b",2018,"Transit"
"K2-198 b",2018,"Transit"
"K2-261 b",2018,"Transit"
"K2-220 b",2018,"Transit"
"KMT-2016-BLG-2142L b",2018,"Microlensing"
"KOI-3680 b",2018,"Transit"
"Kepler-411 d",2018,"Transit"
"MOA-2015-BLG-337L b",2018,"Microlensing"
"OGLE-2017-BLG-1434L b",2018,"Microlensing"
"pi Men c",2018,"Transit"
"HD 114783 c",2018,"Radial Velocity"
"HATS-46 b",2018,"Transit"
"WASP-158 b",2018,"Transit"
"WASP-159 b",2018,"Transit"
"WASP-160 B b",2018,"Transit"
"WASP-165 b",2018,"Transit"
"WASP-170 b",2018,"Transit"
"K2-243 b",2018,"Transit"
"HATS-63 b",2018,"Transit"
"HD 215152 c",2018,"Radial Velocity"
"K2-185 b",2018,"Transit"
"K2-225 b",2018,"Transit"
"HD 215152 e",2018,"Radial Velocity"
"WASP-144 b",2018,"Transit"
"GJ 317 c",2018,"Radial Velocity"
"GJ 96 b",2018,"Radial Velocity"
"HATS-59 b",2018,"Transit"
"HATS-67 b",2018,"Transit"
"HATS-69 b",2018,"Transit"
"K2-283 b",2018,"Transit"
"K2-254 c",2018,"Transit"
"HD 26965 b",2018,"Radial Velocity"
"HD 215152 d",2018,"Radial Velocity"
"EPIC 246851721 b",2018,"Transit"
"HD 233832 b",2018,"Radial Velocity"
"HD 219666 b",2018,"Transit"
"HATS-45 b",2018,"Transit"
"HD 180053 b",2018,"Radial Velocity"
"HD 18015 b",2018,"Radial Velocity"
"HD 211810 b",2018,"Radial Velocity"
"HD 238914 b",2018,"Radial Velocity"
"GJ 1132 c",2018,"Radial Velocity"
"K2-219 b",2018,"Transit"
"HATS-36 b",2018,"Transit"
"K2-295 b",2018,"Transit"
"K2-263 b",2018,"Transit"
"K2-154 b",2018,"Transit"
"K2-155 d",2018,"Transit"
"OGLE-2017-BLG-0173L b",2018,"Microlensing"
"HATS-40 b",2018,"Transit"
"24 Boo b",2018,"Radial Velocity"
"OGLE-2017-BLG-1140L b",2018,"Microlensing"
"K2-239 b",2018,"Transit"
"HD 180617 b",2018,"Radial Velocity"
"K2-252 b",2018,"Transit"
"HD 148164 b",2018,"Radial Velocity"
"K2-266 c",2018,"Transit"
"KMT-2017-BLG-0165L b",2018,"Microlensing"
"MOA-2016-BLG-319L b",2018,"Microlensing"
"MOA-2011-BLG-291L b",2018,"Microlensing"
"HD 33142 c",2018,"Radial Velocity"
"HD 14787 b",2018,"Radial Velocity"
"HATS-61 b",2018,"Transit"
"HD 220197 b",2018,"Radial Velocity"
"K2-170 c",2018,"Transit"
"K2-180 b",2018,"Transit"
"K2-269 b",2018,"Transit"
"HATS-44 b",2018,"Transit"
"K2-279 b",2018,"Transit"
"K2-238 b",2018,"Transit"
"K2-204 b",2018,"Transit"
"K2-215 b",2018,"Transit"
"K2-240 c",2018,"Transit"
"K2-240 b",2018,"Transit"
"K2-217 b",2018,"Transit"
"K2-219 d",2018,"Transit"
"K2-224 b",2018,"Transit"
"K2-231 b",2018,"Transit"
"K2-186 b",2018,"Transit"
"K2-199 c",2018,"Transit"
"K2-146 b",2018,"Transit"
"K2-149 b",2018,"Transit"
"K2-152 b",2018,"Transit"
"K2-155 b",2018,"Transit"
"K2-157 b",2018,"Transit"
"K2-206 b",2018,"Transit"
"IC 4651 9122 b",2018,"Radial Velocity"
"K2-153 b",2018,"Transit"
"K2-164 b",2018,"Transit"
"K2-165 d",2018,"Transit"
"K2-232 b",2018,"Transit"
"K2-163 b",2018,"Transit"
"K2-254 b",2018,"Transit"
"DMPP-1 b",2019,"Radial Velocity"
"WASP-180 A b",2019,"Transit"
"K2-146 c",2019,"Transit"
"K2-198 c",2019,"Transit"
"HD 45184 c",2019,"Radial Velocity"
"KOI-1599.02",2019,"Transit"
"K2-292 b",2019,"Transit"
"V1298 Tau c",2019,"Transit"
"WASP-171 b",2019,"Transit"
"WASP-182 b",2019,"Transit"
"WASP-184 b",2019,"Transit"
"L 98-59 d",2019,"Transit"
"LP 791-18 c",2019,"Transit"
"OGLE-2018-BLG-0740L b",2019,"Microlensing"
"WASP-126 c",2019,"Transit Timing Variations"
"TOI-163 b",2019,"Transit"
"Kepler-1658 b",2019,"Transit"
"HD 136352 c",2019,"Radial Velocity"
"Kepler-47 d",2019,"Transit"
"WASP-192 b",2019,"Transit"
"KMT-2016-BLG-1836L b",2019,"Microlensing"
"GJ 357 c",2019,"Radial Velocity"
"eps Ind A b",2019,"Radial Velocity"
"TOI-125 c",2019,"Transit"
"TOI-270 b",2019,"Transit"
"Qatar-9 b",2019,"Transit"
"EPIC 212737443 b",2019,"Transit"
"OGLE-2015-BLG-1670L b",2019,"Microlensing"
"WASP-185 b",2019,"Transit"
"HD 21749 c",2019,"Transit"
"HD 23472 b",2019,"Transit"
"HATS-70 b",2019,"Transit"
"HD 92788 c",2019,"Radial Velocity"
"Gl 49 b",2019,"Radial Velocity"
"HATS-56 b",2019,"Transit"
"K2-293 b",2019,"Transit"
"KMT-2017-BLG-1038L b",2019,"Microlensing"
"NGTS-8 b",2019,"Transit"
"Gl 378 b",2019,"Radial Velocity"
"EPIC 212424622 b",2019,"Transit"
"TOI-125 b",2019,"Transit"
"HD 211970 b",2019,"Radial Velocity"
"HD 23472 c",2019,"Transit"
"HD 221420 b",2019,"Radial Velocity"
"TOI-150.01",2019,"Transit"
"HD 25015 b",2019,"Radial Velocity"
"HAT-P-69 b",2019,"Transit"
"TOI-270 c",2019,"Transit"
"USco1556 b",2019,"Imaging"
"HR 858 d",2019,"Transit"
"HD 2685 b",2019,"Transit"
"HD 202696 c",2019,"Radial Velocity"
"HD 20003 c",2019,"Radial Velocity"
"OGLE-2018-BLG-1011L b",2019,"Microlensing"
"HIP 54373 c",2019,"Radial Velocity"
"OGLE-2015-BLG-1649L b",2019,"Microlensing"
"HD 24085 b",2019,"Radial Velocity"
"WASP-183 b",2019,"Transit"
"EPIC 212587672 b",2019,"Transit"
"LP 791-18 b",2019,"Transit"
"L 98-59 c",2019,"Transit"
"EPIC 201238110 b",2019,"Transit"
"Teegarden's Star b",2019,"Radial Velocity"
"GJ 357 d",2019,"Radial Velocity"
"GJ 685 b",2019,"Radial Velocity"
"HD 202696 b",2019,"Radial Velocity"
"Qatar-7 b",2019,"Transit"
"TOI-172 b",2019,"Transit"
"GJ 143 b",2019,"Transit"
"HD 15337 b",2019,"Transit"
"HD 45184 b",2019,"Radial Velocity"
"WASP-169 b",2019,"Transit"
"WASP-178 b",2019,"Transit"
"EPIC 201615463 c",2019,"Transit"
"TOI-270 d",2019,"Transit"
"K2-32 e",2019,"Transit"
"XO-7 b",2019,"Transit"
"HD 31527 d",2019,"Radial Velocity"
"HD 20781 e",2019,"Radial Velocity"
"DMPP-2 b",2019,"Radial Velocity"
"HD 97048 b",2019,"Disk Kinematics"
"DMPP-1 c",2019,"Radial Velocity"
"DMPP-1 d",2019,"Radial Velocity"
"HD 125390 b",2019,"Radial Velocity"
"HD 136352 d",2019,"Radial Velocity"
"HATS-58 A b",2019,"Transit"
"HD 39855 b",2019,"Radial Velocity"
"HD 103949 b",2019,"Radial Velocity"
"HD 15337 c",2019,"Transit"
"HD 21693 c",2019,"Radial Velocity"
"HAT-P-70 b",2019,"Transit"
"DMPP-1 e",2019,"Radial Velocity"
"HD 134060 b",2019,"Radial Velocity"
"K2-133 e",2019,"Transit"
"HR 5183 b",2019,"Radial Velocity"
"HR 858 c",2019,"Transit"
"K2-308 b",2019,"Transit"
"HIP 35173 b",2019,"Radial Velocity"
"HIP 79098 AB b",2019,"Imaging"
"KMT-2016-BLG-1107L b",2019,"Microlensing"
"LSPM J2116+0234 b",2019,"Radial Velocity"
"NGTS-5 b",2019,"Transit"
"MOA-bin-29 b",2019,"Microlensing"
"NGTS-4 b",2019,"Transit"
"OGLE-2018-BLG-0596L b",2019,"Microlensing"
"Qatar-8 b",2019,"Transit"
"NGTS-9 b",2019,"Transit"
"OGLE-2016-BLG-1067L b",2019,"Microlensing"
"TOI-216.02",2019,"Transit"
"OGLE-2018-BLG-1011L c",2019,"Microlensing"
"LTT 1445 A b",2019,"Transit"
"GJ 4276 b",2019,"Radial Velocity"
"DS Tuc A b",2019,"Transit"
"EPIC 206042996 b",2019,"Transit"
"WASP-181 b",2019,"Transit"
"WASP-190 b",2019,"Transit"
"EPIC 206317286 b",2019,"Transit"
"HD 213885 c",2019,"Radial Velocity"
"HD 50499 c",2019,"Radial Velocity"
"HD 51608 c",2019,"Radial Velocity"
"HD 8326 b",2019,"Radial Velocity"
"HD 51608 b",2019,"Radial Velocity"
"HD 210193 b",2019,"Radial Velocity"
"HD 102843 b",2019,"Radial Velocity"
"HD 31527 c",2019,"Radial Velocity"
"HD 20003 b",2019,"Radial Velocity"
"KELT-23 A b",2019,"Transit"
"KELT-24 b",2019,"Transit"
"GJ 357 b",2019,"Transit"
"K2-289 b",2019,"Transit"
"Teegarden's Star c",2019,"Radial Velocity"
"WASP-166 b",2019,"Transit"
"WASP-175 b",2019,"Transit"
"WASP-177 b",2019,"Transit"
"WASP-18 c",2019,"Transit Timing Variations"
"EPIC 220554210 c",2019,"Transit"
"NSVS 14256825 b",2019,"Eclipse Timing Variations"
"GJ 3512 b",2019,"Radial Velocity"
"EPIC 201833600 c",2019,"Transit"
"EPIC 205950854 c",2019,"Transit"
"EPIC 206024342 b",2019,"Transit"
"EPIC 206215704 b",2019,"Transit"
"EPIC 212297394 b",2019,"Transit"
"EPIC 212499991 b",2019,"Transit"
"EPIC 212737443 c",2019,"Transit"
"HD 134060 c",2019,"Radial Velocity"
"HD 136352 b",2019,"Radial Velocity"
"HATS-54 b",2019,"Transit"
"EPIC 201754305 d",2019,"Transit"
"EPIC 201841433 b",2019,"Transit"
"HD 213885 b",2019,"Transit"
"DMPP-3 A b",2019,"Radial Velocity"
"HD 181234 b",2019,"Radial Velocity"
"HD 202772 A b",2019,"Transit"
"HD 21411 b",2019,"Radial Velocity"
"HD 64114 b",2019,"Radial Velocity"
"HD 221416 b",2019,"Transit"
"HD 20781 b",2019,"Radial Velocity"
"HD 31527 b",2019,"Radial Velocity"
"G 9-40 b",2019,"Transit"
"HD 21693 b",2019,"Radial Velocity"
"GJ 411 b",2019,"Radial Velocity"
"K2-294 b",2019,"Transit"
"HD 92987 b",2019,"Radial Velocity"
"TOI-216.01",2019,"Transit"
"EPIC 201497682 b",2019,"Transit"
"EPIC 206032309 b",2019,"Transit"
"CI Tau b",2019,"Radial Velocity"
"HATS-55 b",2019,"Transit"
"HATS-57 b",2019,"Transit"
"bet Pic c",2019,"Radial Velocity"
"PDS 70 c",2019,"Imaging"
"Kepler-65 e",2019,"Radial Velocity"
"7 CMa c",2019,"Radial Velocity"
"KOI-1599.01",2019,"Transit"
"HD 206255 b",2019,"Radial Velocity"
"HD 20781 c",2019,"Radial Velocity"
"HR 858 b",2019,"Transit"
"HIP 54373 b",2019,"Radial Velocity"
"HIP 71135 b",2019,"Radial Velocity"
"K2-198 d",2019,"Transit"
"K2-290 b",2019,"Transit"
"K2-290 c",2019,"Transit"
"K2-291 b",2019,"Transit"
"K2-43 c",2019,"Transit"
"KMT-2017-BLG-1146L b",2019,"Microlensing"
"KMT-2018-BLG-1990L b",2019,"Microlensing"
"Kepler-82 f",2019,"Transit Timing Variations"
"USco1621 b",2019,"Imaging"
"L 98-59 b",2019,"Transit"
"V1298 Tau b",2019,"Transit"
"LHS 3844 b",2019,"Transit"
"NGTS-6 b",2019,"Transit"
"NY Vir c",2019,"Eclipse Timing Variations"
"HD 20781 d",2019,"Radial Velocity"
"OGLE-2013-BLG-0911L b",2019,"Microlensing"
"V1298 Tau e",2019,"Transit"
"V1298 Tau d",2019,"Transit"
"Qatar-10 b",2019,"Transit"
"HD 108236 b",2020,"Transit"
"TOI-481 b",2020,"Transit"
"OGLE-2018-BLG-1269L b",2020,"Microlensing"
"TOI-169 b",2020,"Transit"
"GJ 1061 d",2020,"Radial Velocity"
"TOI-157 b",2020,"Transit"
"K2-326 b",2020,"Transit"
"Kepler-1687 b",2020,"Transit"
"HATS-38 b",2020,"Transit"
"K2-317 b",2020,"Transit"
"LTT 3780 c",2020,"Transit"
"Kepler-1685 b",2020,"Transit"
"K2-315 b",2020,"Transit"
"TOI-700 c",2020,"Transit"
"WASP-148 b",2020,"Transit"
"HD 164922 d",2020,"Radial Velocity"
"WASP-107 c",2020,"Radial Velocity"
"HD 63433 c",2020,"Transit"
"Kepler-1688 b",2020,"Transit"
"Kepler-1694 b",2020,"Transit"
"HD 158259 e",2020,"Radial Velocity"
"TOI-561 c",2020,"Transit"
"TOI-677 b",2020,"Transit"
"HD 108236 c",2020,"Transit"
"TOI-122 b",2020,"Transit"
"Kepler-1663 b",2020,"Transit"
"GJ 9066 b",2020,"Radial Velocity"
"HATS-47 b",2020,"Transit"
"HD 63433 b",2020,"Transit"
"Kepler-1682 b",2020,"Transit"
"HATS-37 A b",2020,"Transit"
"Wendelstein-1 b",2020,"Transit"
"HIP 4845 b",2020,"Radial Velocity"
"Kepler-1678 b",2020,"Transit"
"K2-319 b",2020,"Transit"
"BD-11 4672 c",2020,"Radial Velocity"
"WASP-148 c",2020,"Radial Velocity"
"GJ 1061 b",2020,"Radial Velocity"
"GJ 1061 c",2020,"Radial Velocity"
"HD 191939 b",2020,"Transit"
"HD 332231 b",2020,"Transit"
"HD 158259 f",2020,"Radial Velocity"
"KMT-2018-BLG-0748L b",2020,"Microlensing"
"KMT-2019-BLG-0842L b",2020,"Microlensing"
"K2-316 b",2020,"Transit"
"K2-316 c",2020,"Transit"
"K2-321 b",2020,"Transit"
"K2-324 b",2020,"Transit"
"Kepler-1676 b",2020,"Transit"
"TOI-451 d",2020,"Transit"
"TOI-561 b",2020,"Transit"
"TOI-564 b",2020,"Transit"
"TOI-561 e",2020,"Transit"
"TOI-942 b",2020,"Transit"
"TOI-837 b",2020,"Transit"
"WASP-187 b",2020,"Transit"
"WASP-150 b",2020,"Transit"
"LP 714-47 b",2020,"Transit"
"LTT 3780 b",2020,"Transit"
"OGLE-2018-BLG-1700L b",2020,"Microlensing"
"TOI-561 f",2020,"Transit"
"NGTS-10 b",2020,"Transit"
"TIC 237913194 b",2020,"Transit"
"TOI-1130 c",2020,"Transit"
"TOI-451 b",2020,"Transit"
"TOI-451 c",2020,"Transit"
"KMT-2018-BLG-1292L b",2020,"Microlensing"
"Kepler-1666 c",2020,"Transit"
"Kepler-1697 b",2020,"Transit"
"TOI-1338 b",2020,"Transit"
"Kepler-1701 b",2020,"Transit"
"LHS 1815 b",2020,"Transit"
"TOI-942 c",2020,"Transit"
"GJ 180 d",2020,"Radial Velocity"
"TYC 8998-760-1 b",2020,"Imaging"
"EPIC 201170410.02",2020,"Transit"
"GJ 1252 b",2020,"Transit"
"HD 216520 c",2020,"Radial Velocity"
"HD 80653 b",2020,"Transit"
"Wendelstein-2 b",2020,"Transit"
"TOI-1899 b",2020,"Transit"
"HD 190007 b",2020,"Radial Velocity"
"TOI-1266 c",2020,"Transit"
"TOI-237 b",2020,"Transit"
"GJ 251 b",2020,"Radial Velocity"
"CoRoT-31 b",2020,"Transit"
"Kepler-716 c",2020,"Transit"
"Kepler-1695 b",2020,"Transit"
"Kepler-1665 b",2020,"Transit"
"Kepler-1675 b",2020,"Transit"
"HD 191939 c",2020,"Transit"
"Kepler-647 c",2020,"Transit"
"OGLE-2012-BLG-0838L b",2020,"Microlensing"
"Kepler-598 c",2020,"Transit"
"AU Mic b",2020,"Transit"
"GJ 887 c",2020,"Radial Velocity"
"OGLE-2017-BLG-1049L b",2020,"Microlensing"
"TOI-700 d",2020,"Transit"
