pl_name,discoverymethod,disc_year
"TOI-157 b","Transit",2020
"Qatar-6 b","Transit",2017
"HD 158996 b","Radial Velocity",2018
"HD 68402 b","Radial Velocity",2016
"Kepler-577 b","Transit",2016
"K2-4 b","Transit",2015
"Kepler-48 e","Radial Velocity",2014
"HAT-P-13 b","Transit",2009
"HD 131664 b","Radial Velocity",2008
"HD 116029 c","Radial Velocity",2018
"HD 125612 c","Radial Velocity",2009
"HAT-P-69 b","Transit",2019
"HATS-23 b","Transit",2017
"GJ 3323 b","Radial Velocity",2017
"GJ 328 b","Radial Velocity",2013
"HATS-60 b","Transit",2018
"CoRoT-12 b","Transit",2010
"TOI-270 c","Transit",2019
"Kepler-92 c","Transit",2013
"WASP-84 b","Transit",2014
"GJ 676 A c","Radial Velocity",2016
"GJ 687 b","Radial Velocity",2014
"OGLE-2008-BLG-355L b","Microlensing",2014
"Kepler-119 c","Transit",2014
"MOA-2013-BLG-220L b","Microlensing",2014
"Kepler-1030 b","Transit",2016
"USco1556 b","Imaging",2019
"GJ 1151 b","Radial Velocity",2021
"HR 858 d","Transit",2019
"K2-280 b","Transit",2018
"K2-326 b","Transit",2020
"KELT-18 b","Transit",2017
"HD 39091 b","Radial Velocity",2001
"HAT-P-28 b","Transit",2011
"HD 18742 b","Radial Velocity",2011
"HD 33564 b","Radial Velocity",2005
"HD 33142 b","Radial Velocity",2011
"GJ 676 A e","Radial Velocity",2012
"HD 34445 f","Radial Velocity",2017
"HD 3167 d","Transit",2017
"HATS-41 b","Transit",2018
"HD 1461 b","Radial Velocity",2010
"Kepler-1687 b","Transit",2020
"Kepler-132 c","Transit",2014
"Kepler-347 b","Transit",2014
"Kepler-537 b","Transit",2016
"Kepler-313 c","Transit",2014
"K2-274 b","Transit",2018
"K2-30 b","Transit",2016
"K2-90 c","Transit",2016
"HD 2685 b","Transit",2019
"Kepler-1189 b","Transit",2016
"HD 202696 c","Radial Velocity",2019
"Kepler-1045 b","Transit",2016
"Kepler-107 d","Transit",2014
"HATS-38 b","Transit",2020
"Kepler-244 c","Transit",2014
"HD 20003 c","Radial Velocity",2019
"HD 167042 b","Radial Velocity",2007
"HD 168443 b","Radial Velocity",1998
"K2-110 b","Transit",2017
"K2-317 b","Transit",2020
"Kepler-1339 b","Transit",2016
"Kepler-668 b","Transit",2016
"K2-273 b","Transit",2018
"Kepler-735 b","Transit",2016
"K2-188 c","Transit",2018
"Kepler-114 d","Transit",2013
"Kepler-1234 b","Transit",2016
"Kepler-1153 b","Transit",2016
"Kepler-220 c","Transit",2014
"Kepler-240 c","Transit",2014
"HD 126525 b","Radial Velocity",2018
"HD 6718 b","Radial Velocity",2009
"Kepler-68 d","Radial Velocity",2013
"OGLE-TR-132 b","Transit",2004
"Kepler-1377 b","Transit",2016
"Kepler-1171 b","Transit",2016
"Kepler-1207 b","Transit",2016
"Kepler-126 d","Transit",2014
"Kepler-1283 b","Transit",2016
"Kepler-197 e","Transit",2014
"K2-120 b","Transit",2017
"K2-116 b","Transit",2017
"K2-24 c","Transit",2016
"HIP 57274 b","Radial Velocity",2011
"K2-123 b","Transit",2017
"Kepler-154 c","Transit",2014
"Kepler-389 b","Transit",2014
"Kepler-626 b","Transit",2016
"Kepler-545 b","Transit",2016
"MOA-2009-BLG-266L b","Microlensing",2011
"Kepler-176 e","Transit",2016
"OGLE-2018-BLG-1011L b","Microlensing",2019
"HATS-59 c","Radial Velocity",2018
"GJ 9827 b","Transit",2017
"Kepler-294 c","Transit",2014
"Kepler-228 d","Transit",2014
"Kepler-23 b","Transit",2011
"Kepler-251 c","Transit",2014
"Kepler-1623 b","Transit",2016
"Kepler-181 b","Transit",2014
"Kepler-336 c","Transit",2014
"HIP 54373 c","Radial Velocity",2019
"K2-141 c","Transit",2018
"K2-161 b","Transit",2018
"K2-168 b","Transit",2018
"KIC 8540376 c","Transit",2015
"LTT 3780 c","Transit",2020
"OGLE-2018-BLG-1428L b","Microlensing",2021
"Kepler-98 b","Transit",2014
"TOI-201 b","Transit",2021
"OGLE-2015-BLG-1649L b","Microlensing",2019
"KOI-351 g","Transit",2013
"Kepler-846 b","Transit",2016
"Kepler-416 b","Transit Timing Variations",2014
"Kepler-1685 b","Transit",2020
"Kepler-123 c","Transit",2014
"Kepler-372 c","Transit",2014
"Kepler-402 c","Transit",2014
"Kepler-404 c","Transit",2014
"Kepler-27 c","Transit",2011
"Kepler-296 e","Transit",2014
"Kepler-310 b","Transit",2014
"Kepler-1022 b","Transit",2016
"K2-244 b","Transit",2018
"K2-315 b","Transit",2020
"K2-72 e","Transit",2016
"K2-59 b","Transit",2016
"TOI-700 c","Transit",2020
"Kepler-595 b","Transit",2016
"WASP-50 b","Transit",2011
"HAT-P-24 b","Transit",2010
"HAT-P-42 b","Transit",2012
"K2-151 b","Transit",2018
"HD 107148 b","Radial Velocity",2005
"HD 24085 b","Radial Velocity",2019
"WASP-140 b","Transit",2016
"Kepler-768 b","Transit",2016
"Kepler-363 b","Transit",2014
"Kepler-307 c","Transit",2013
"Kepler-332 c","Transit",2014
"Kepler-342 d","Transit",2014
"Kepler-364 b","Transit",2014
"WASP-173 A b","Transit",2018
"K2-223 b","Transit",2018
"K2-45 b","Transit",2016
"Kepler-127 c","Transit",2014
"Kepler-11 b","Transit",2010
"Kepler-112 c","Transit",2014
"BD+20 2457 c","Radial Velocity",2009
"CoRoT-5 b","Transit",2009
"WASP-101 b","Transit",2014
"WASP-157 b","Transit",2016
"WASP-148 b","Transit",2020
"Kepler-1035 b","Transit",2016
"Kepler-227 c","Transit",2014
"HD 164922 d","Radial Velocity",2020
"Kepler-238 d","Transit",2014
"Kepler-238 b","Transit",2014
"nu Oph c","Radial Velocity",2012
"WASP-107 c","Radial Velocity",2020
"OGLE-2012-BLG-0026L b","Microlensing",2012
"K2-148 b","Transit",2018
"Kepler-1411 b","Transit",2016
"Kepler-172 e","Transit",2014
"Kepler-1254 c","Transit",2016
"Kepler-154 d","Transit",2016
"Kepler-1520 b","Transit",2016
"Kepler-652 b","Transit",2016
"Kepler-1541 b","Transit",2016
"GJ 1148 b","Radial Velocity",2010
"HD 187123 b","Radial Velocity",1998
"HD 216536 b","Radial Velocity",2015
"HD 63433 c","Transit",2020
"HD 72659 b","Radial Velocity",2002
"Kepler-482 b","Transit",2016
"Kepler-87 b","Transit",2013
"K2-33 b","Transit",2016
"Kepler-1537 b","Transit",2016
"Kepler-684 b","Transit",2016
"Kepler-1295 b","Transit",2016
"Kepler-204 c","Transit",2014
"Kepler-250 c","Transit",2014
"PSR B1620-26 b","Pulsar Timing",2003
"Kepler-131 b","Transit",2014
"Kepler-340 b","Transit",2014
"Kepler-1688 b","Transit",2020
"Kepler-1694 b","Transit",2020
"Kepler-305 d","Transit",2014
"Kepler-268 c","Transit",2014
"Kepler-250 d","Transit",2014
"HD 27894 b","Radial Velocity",2005
"HD 3167 b","Transit",2016
"K2-54 b","Transit",2016
"Kepler-1039 b","Transit",2016
"Kepler-1028 b","Transit",2016
"Kepler-106 b","Transit",2014
"Kepler-1246 b","Transit",2016
"Kepler-130 c","Transit",2014
"Kepler-11 f","Transit",2010
"Kepler-147 b","Transit",2014
"Wolf 1061 b","Radial Velocity",2015
"Kepler-48 b","Transit",2012
"Kepler-277 b","Transit",2013
"Kepler-32 f","Transit",2012
"USco CTIO 108 b","Imaging",2008
"Kepler-754 b","Transit",2016
"Kepler-261 c","Transit",2014
"Kepler-266 c","Transit",2014
"Kepler-273 b","Transit",2014
"Kepler-284 b","Transit",2014
"Kepler-270 b","Transit",2014
"K2-259 b","Transit",2018
"K2-183 d","Transit",2018
"K2-32 b","Transit",2016
"Kepler-217 d","Transit",2016
"Kepler-364 c","Transit",2014
"Kepler-135 c","Transit",2014
"Kepler-1459 b","Transit",2016
"Kepler-1365 b","Transit",2016
"Kepler-1193 b","Transit",2016
"Kepler-1415 b","Transit",2016
"Kepler-1433 b","Transit",2016
"Kepler-24 e","Transit",2014
"PSR J1719-1438 b","Pulsar Timing",2011
"Kepler-1232 b","Transit",2016
"XO-1 b","Transit",2006
"Kepler-167 b","Transit",2014
"Kepler-290 b","Transit",2014
"Kepler-310 c","Transit",2014
"Kepler-37 b","Transit",2013
"Kepler-350 c","Transit",2013
"Kepler-443 b","Transit",2015
"Kepler-33 c","Transit",2011
"Kepler-398 b","Transit",2014
"Kepler-432 c","Radial Velocity",2015
"Kepler-439 b","Transit",2015
"Kepler-370 b","Transit",2014
"Kepler-1464 c","Transit",2016
"Kepler-1152 b","Transit",2016
"Kepler-1376 b","Transit",2016
"Kepler-1033 b","Transit",2016
"Kepler-1093 b","Transit",2016
"Kepler-1304 b","Transit",2016
"BD-08 2823 c","Radial Velocity",2009
"Kepler-1598 b","Transit",2016
"HD 158259 e","Radial Velocity",2020
"HD 180314 b","Radial Velocity",2010
"Kepler-736 b","Transit",2016
"Kepler-708 b","Transit",2016
"Kepler-697 b","Transit",2016
"Kepler-727 b","Transit",2016
"Kepler-587 b","Transit",2016
"Kepler-622 b","Transit",2016
"Kepler-325 d","Transit",2014
"TOI-561 c","Transit",2020
"TOI-677 b","Transit",2020
"WASP-183 b","Transit",2019
"WASP-23 b","Transit",2010
"Kepler-177 c","Transit",2013
"Kepler-203 c","Transit",2014
"Kepler-281 b","Transit",2014
"Kepler-169 b","Transit",2014
"Kepler-174 b","Transit",2014
"Kepler-251 d","Transit",2014
"HATS-16 b","Transit",2016
"EPIC 212587672 b","Transit",2019
"GJ 422 b","Radial Velocity",2014
"HAT-P-31 b","Transit",2011
"HD 108236 c","Transit",2020
"Kepler-781 b","Transit",2016
"Kepler-643 b","Transit",2016
"Kepler-636 b","Transit",2016
"Kepler-903 c","Transit",2016
"WASP-103 b","Transit",2014
"WASP-94 A b","Transit",2014
"WASP-172 b","Transit",2018
"WASP-26 b","Transit",2010
"LP 791-18 b","Transit",2019
"TOI-122 b","Transit",2020
"Kepler-256 c","Transit",2014
"Kepler-1599 b","Transit",2016
"Kepler-199 b","Transit",2014
"Kepler-170 c","Transit",2014
"Kepler-1565 b","Transit",2016
"Kepler-553 b","Transit",2016
"Kepler-1147 b","Transit",2016
"HD 219077 b","Radial Velocity",2012
"HD 82943 c","Radial Velocity",2003
"HU Aqr AB b","Eclipse Timing Variations",2011
"Kepler-1026 b","Transit",2016
"Kepler-837 b","Transit",2016
"HD 75784 b","Radial Velocity",2014
"CoRoT-8 b","Transit",2010
"Kepler-69 c","Transit",2013
"L 98-59 c","Transit",2019
"Kepler-1424 b","Transit",2016
"Kepler-19 c","Transit Timing Variations",2011
"Kepler-604 b","Transit",2016
"Kepler-1455 b","Transit",2016
"Kepler-61 b","Transit",2013
"K2-64 b","Transit",2016
"K2-73 b","Transit",2016
"Kepler-1624 b","Transit",2016
"Kepler-222 c","Transit",2014
"Kepler-1663 b","Transit",2020
"Kepler-1292 b","Transit",2016
"Kepler-1021 b","Transit",2016
"HD 102329 c","Radial Velocity",2018
"Kepler-165 b","Transit",2014
"HATS-4 b","Transit",2014
"Kepler-156 c","Transit",2014
"Kepler-1581 b","Transit",2016
"Kepler-234 b","Transit",2014
"Kepler-220 d","Transit",2014
"Kepler-239 c","Transit",2014
"Kepler-236 c","Transit",2014
"Kepler-226 c","Transit",2014
"Kepler-1533 b","Transit",2016
"Kepler-1627 b","Transit",2016
"Kepler-395 b","Transit",2014
"HD 99706 b","Radial Velocity",2011
"EPIC 201238110 b","Transit",2019
"KIC 8540376 b","Transit",2015
"Teegarden's Star b","Radial Velocity",2019
"HD 156279 b","Radial Velocity",2011
"Kepler-710 b","Transit",2016
"Kepler-308 b","Transit",2014
"Kepler-235 e","Transit",2014
"Kepler-267 b","Transit",2014
"Kepler-304 d","Transit",2014
"Kepler-584 b","Transit",2016
"Kepler-436 b","Transit",2015
"Kepler-670 b","Transit",2016
"GJ 357 d","Radial Velocity",2019
"Kepler-7 b","Transit",2009
"WASP-41 c","Radial Velocity",2015
"GJ 685 b","Radial Velocity",2019
"HATS-68 b","Transit",2018
"HD 202696 b","Radial Velocity",2019
"HD 106906 b","Imaging",2013
"Kepler-466 c","Transit",2016
"Kepler-34 b","Transit",2011
"Kepler-389 c","Transit",2014
"Kepler-42 b","Transit",2011
"Kepler-356 b","Transit",2014
"Kepler-493 b","Transit",2016
"Kepler-946 b","Transit",2016
"OGLE-2012-BLG-0358L b","Microlensing",2013
"POTS-1 b","Transit",2013
"Qatar-7 b","Transit",2019
"HAT-P-66 b","Transit",2016
"Kepler-52 d","Transit",2014
"55 Cnc b","Radial Velocity",1996
"K2-133 b","Transit",2017
"HD 121504 b","Radial Velocity",2003
"Kepler-726 b","Transit",2016
"Kepler-79 c","Transit",2012
"Kepler-739 b","Transit",2016
"Kepler-80 e","Transit",2014
"Kepler-803 b","Transit",2016
"OGLE-2017-BLG-0482L b","Microlensing",2018
"PH2 b","Transit",2013
"GJ 3779 b","Radial Velocity",2018
"WASP-71 b","Transit",2012
"GJ 9066 b","Radial Velocity",2020
"WASP-49 b","Transit",2012
"KOI-1257 b","Transit",2014
"HIP 78530 b","Imaging",2010
"HATS-47 b","Transit",2020
"Kepler-817 b","Transit",2016
"Kepler-945 b","Transit",2016
"Kepler-875 b","Transit",2016
"Kepler-886 b","Transit",2016
"Kepler-911 b","Transit",2016
"CoRoT-20 c","Radial Velocity",2018
"CoRoT-29 b","Transit",2015
"WASP-34 b","Transit",2010
"HD 38529 c","Radial Velocity",2000
"HD 4760 b","Radial Velocity",2021
"Kepler-957 b","Transit",2016
"Kepler-999 b","Transit",2016
"MOA-2010-BLG-353L b","Microlensing",2015
"TOI-172 b","Transit",2019
"UZ For b","Eclipse Timing Variations",2011
"HD 43197 b","Radial Velocity",2010
"HD 63433 b","Transit",2020
"HD 114762 b","Radial Velocity",1989
"HD 10442 b","Radial Velocity",2014
"HD 128311 c","Radial Velocity",2005
"WASP-162 b","Transit",2018
"WASP-168 b","Transit",2018
"GJ 143 b","Transit",2019
"tau Cet h","Radial Velocity",2017
"HD 15337 b","Transit",2019
"HD 175541 b","Radial Velocity",2007
"HD 203473 b","Radial Velocity",2018
"HD 28185 b","Radial Velocity",2001
"K2-218 b","Transit",2018
"11 UMi b","Radial Velocity",2009
"HD 215497 c","Radial Velocity",2009
"HD 45184 b","Radial Velocity",2019
"HD 47366 c","Radial Velocity",2016
"Kepler-1064 b","Transit",2016
"K2-91 b","Transit",2016
"HIP 41378 d","Transit",2016
"K2-154 c","Transit",2018
"Kepler-1389 b","Transit",2016
"Kepler-25 d","Radial Velocity",2014
"Kepler-346 c","Transit",2014
"Kepler-83 d","Transit",2014
"Kepler-919 b","Transit",2016
"14 And b","Radial Velocity",2008
"Kepler-944 b","Transit",2016
"Kepler-1682 b","Transit",2020
"Kepler-1642 b","Transit",2016
"Kepler-415 c","Transit Timing Variations",2014
"Kepler-431 d","Transit",2015
"Kepler-329 c","Transit",2014
"Kepler-971 b","Transit",2016
"DMPP-1 b","Radial Velocity",2019
"GJ 180 b","Radial Velocity",2014
"HATS-37 A b","Transit",2020
"HD 142 c","Radial Velocity",2012
"Kepler-341 e","Transit",2014
"Kepler-38 b","Transit",2012
"WASP-180 A b","Transit",2019
"WASP-35 b","Transit",2011
"Wendelstein-1 b","Transit",2020
"Kepler-200 c","Transit",2014
"GJ 3293 e","Radial Velocity",2017
"GJ 163 b","Radial Velocity",2013
"HD 141399 d","Radial Velocity",2014
"HD 93083 b","Radial Velocity",2005
"HD 159243 c","Radial Velocity",2013
"HD 152581 b","Radial Velocity",2011
"HD 208897 b","Radial Velocity",2017
"HD 102117 b","Radial Velocity",2005
"HD 195019 b","Radial Velocity",1998
"WASP-57 b","Transit",2012
"gam Cep b","Radial Velocity",2003
"OGLE-TR-10 b","Transit",2004
"OGLE-2014-BLG-1722L c","Microlensing",2018
"Kepler-1191 b","Transit",2016
"K2-12 b","Transit",2015
"K2-146 c","Transit",2019
"K2-258 b","Transit",2018
"Kepler-1063 b","Transit",2016
"K2-198 c","Transit",2019
"HD 208487 b","Radial Velocity",2004
"51 Eri b","Imaging",2015
"HAT-P-21 b","Transit",2010
"HATS-1 b","Transit",2012
"Kepler-1032 b","Transit",2016
"K2-221 b","Transit",2018
"Kepler-240 b","Transit",2014
"HD 139357 b","Radial Velocity",2008
"Kepler-155 b","Transit",2014
"K2-200 b","Transit",2018
"K2-211 b","Transit",2018
"HIP 4845 b","Radial Velocity",2020
"Kepler-100 c","Transit",2014
"K2-265 b","Transit",2018
"HD 40307 f","Radial Velocity",2013
"HD 45184 c","Radial Velocity",2019
"K2-190 c","Transit",2018
"K2-276 b","Transit",2018
"KELT-8 b","Transit",2015
"Kepler-1678 b","Transit",2020
"OGLE-TR-182 b","Transit",2007
"KOI-1599.02","Transit",2019
"HD 55696 b","Radial Velocity",2018
"K2-69 b","Transit",2016
"K2-14 b","Transit",2015
"KELT-14 b","Transit",2016
"KOI-351 f","Transit",2013
"K2-284 b","Transit",2018
"K2-227 b","Transit",2018
"K2-292 b","Transit",2019
"K2-239 c","Transit",2018
"K2-158 c","Transit",2018
"K2-245 b","Transit",2018
"K2-319 b","Transit",2020
"Kepler-147 c","Transit",2014
"TrES-4 b","Transit",2007
"Kepler-403 d","Transit",2016
"K2-226 b","Transit",2018
"Kepler-10 b","Transit",2011
"Kepler-1257 b","Transit",2016
"Kepler-1100 b","Transit",2016
"Kepler-152 b","Transit",2014
"Kepler-1327 b","Transit",2016
"HIP 75092 b","Radial Velocity",2021
"HIP 56640 b","Radial Velocity",2021
"HIP 114933 b","Radial Velocity",2021
"TOI-269 b","Transit",2021
"CFHTWIR-Oph 98 b","Imaging",2021
"HIP 90988 b","Radial Velocity",2021
"HD 5278 c","Radial Velocity",2021
"TOI-257 b","Transit",2021
"HD 5278 b","Transit",2021
"NGTS-16 b","Transit",2021
"NGTS-15 b","Transit",2021
"NGTS-17 b","Transit",2021
"LHS 1478 b","Transit",2021
"NGTS-18 b","Transit",2021
